Timestamp,What is the gift's name?,Describe the gift,What does the gift cost?,Who is the manufacturer?,What is the link where people can buy it? (This should be the URL of this item on the seller's site.),Do we have the picture yet?,What type of gift are you looking for?,Picture file name,Who is the gift for?,What kind of person are they?,Price range
11/19/2012 16:13:46,iPad case,Proof that an iPad case doesn't have to be utilitarian,60.5,Tovicorrie,http://www.etsy.com/listing/108985680/leather-ipad-case-hummingbirds-in-floral,Yes,"Fashion, Gadgets, Accessories",ipadcase.jpg,Woman,Design lover,£50-100
11/19/2012 16:15:35,Clock on the cards,"Cards from a 1930s spelling game make this clock tick tock.
Reader offer: Get 10% off when you use the code GUR10. Valid until 20 December",75,Vintage Playing Cards,http://www.vintageplayingcards.co.uk/shop/clock-frames/letter-frame-clocks/tick-tock-clock/,Yes,Homes/ decor,playingcardclock.jpg,"Man, Woman, Couples",Design lover,£50-100
11/19/2012 16:16:50,Ride-on Vespa,One for the mini-mod in your life,75,Museum of London,http://www.museumoflondonshop.co.uk/store/product/29841/Wooden-Vespa/,Yes,"Toys, Luxury gifts",vespa.jpg,Child,Design lover,£50-100
11/19/2012 16:18:21,Anya Hindmarch wash bag,For 'Girlie Stuff' only,95,Anya Hindmarch,http://www.giftlab.com/uk/pink-girlie-stuff-wash-bag,Yes,"Fashion, Accessories, Luxury gifts",washbag.jpg,Woman,Design lover,£50-100
11/19/2012 16:36:17,Duffle bag,"Ideal for adventures.
Reader offer: Get 10% off when you use the code GUARDIAN10. Valid until 24 December",80,Pretty Green,http://www.prettygreen.com/shop/product/canvas-stone-duffle-bag/,Yes,"Fashion, Accessories",dufflebag.jpg,"Man, Teenager","Outdoorsy type, Design lover",£50-100
11/19/2012 16:38:24,Sex Pistols Deluxe,Nothing says Christmas quite like a previously unreleased studio version of Belsen Was A Gas,95,HMV,http://hmv.com/hmvweb/displayProductDetails.do?ctx=280;0;-1;-1;-1&sku=868007,Yes,"Accessories, Luxury gifts",sexpistols.jpg,"Man, Woman, Teenager",Culture vulture,£50-100
11/19/2012 16:45:56,A' stool,Interlocking As make this this coolest of stools,75,By Alex,http://www.byalex.co.uk/a_stool.html,Yes,Homes/ decor,sexpistols.jpg,"Man, Woman, Couples","Design lover, Ethical",£50-100
11/19/2012 16:52:18,National Art Pass gift box,"Art with benefits, including free entry to over 200 museums and galleries",From 60,Art Fund,http://www.artfund.org/shop/gift-national-art-pass,Yes,"Homes/ decor, Luxury gifts",artpass.jpg,"Man, Woman, Couples",Culture vulture,£50-100
11/19/2012 16:55:03,Purse,A little purse sprinkled with bright and cheerful stars,69,Commes des Garcons,https://shop.doverstreetmarket.com/product_info.php?products_id=7324,Yes,"Fashion, Accessories, Luxury gifts",starpurse.jpg,"Man, Woman, Teenager",Traditionalist,£50-100
11/19/2012 16:56:23,Leather jewellery box,Storing jewellery can be tricky business but this elegant box can come to the rescue,72,Life of Riley,http://www.notonthehighstreet.com/lifeofriley/product/leather-ring-box,Yes,"Jewellery, Luxury gifts",jewellerybox.jpg,Woman,Traditionalist,£50-100
11/19/2012 16:58:27,Toy box and desk,A colourful and useful way to sweep away the toys,99,Millhouse at Home,http://www.millhouseathome.co.uk/products/details/317.html,Yes,"Toys, Homes/ decor",toyboxdesk.jpg,"Child, Couples",Traditionalist,£50-100
11/19/2012 16:59:42,The Great British Hamper,"Cheddar, pickle, marmalade - a hamper for a real British feast.
Reader offer: Get 10% off when you use the code G12. Valid until 10 December",95,Whisk Hampers,http://www.whiskhampers.co.uk/products/gifts/gift_hampers/the_great_british_hamper.html,Yes,Food gifts,hamper.jpg,"Man, Woman, Couples","Traditionalist, Outdoorsy type",£50-100
11/19/2012 17:00:54,Candle Holder,Beautiful brass candle holder with a smooth finish,90,Georg Jensen,http://www.harrods.com/product/ilse-brass-candleholder/georg-jensen/000000000003009812?cat1=bc-georg-jensen-accessories&cat2=bc-georg-jensen-home,Yes,Homes/ decor,candleholder.jpg,"Man, Woman, Couples",Design lover,£50-100
11/19/2012 17:04:31,Classic knit,A cosy and classic knit is always appreciated.,125,Aubin and Wills,http://www.aubinandwills.com/en-gb/product/oakdene-crew-01560400101,Yes,"Fashion, Luxury gifts",mensjumper.jpg,Man,Traditionalist,+ £100
11/19/2012 17:06:23,Fold-up bike,"Quick and easy to fold, great price for a folding bike",329.99,Tilt,http://www.decathlon.co.uk/folding-bike-tilt-5-asphalt-id_8202736.html,Yes,Luxury gifts,foldupbike.jpg,"Man, Woman",Outdoorsy type,+ £100
11/19/2012 17:08:54,Friendship bracelet,"Buy bracelets and rings, so the lucky recipient can look at them all day. Reader offer: Get 15% off and free delivery for all products (except gift vouchers) with the code GUARDIAN15. Valid until 15 December.",165,Astley Clarke,http://www.astleyclarke.com/uk/18-carat-yellow-gold-vermeil-rainbow-gemstone-friendship-bracelet-d30516,Yes,"Jewellery, Luxury gifts",AstleyClarke.jpg,Woman,Traditionalist,+ £100
11/19/2012 17:10:13,Fuji XF1,A hi-tech camera with a retro look. Ideal for aspiring photographers (and hipsters),399,Fujifilm,http://www.fujifilm.eu/uk/products/digital-cameras/pro-enthusiast/model/xf1/,Yes,"Gadgets, Luxury gifts",camera.jpg,"Man, Woman, Teenager",Culture vulture,+ £100
11/19/2012 17:11:39,Vintage coffee machine,Perfect coffee from a very stylish machine,189.95,De'Longhi,http://www.johnlewis.com/231706528/Product.aspx,Yes,"Homes/ decor, Gadgets, Luxury gifts",coffeemachine.jpg,"Man, Woman, Couples",Design lover,+ £100
11/19/2012 17:12:47,Screenprinted tote,A striking and practical bag for the bold,130,Darkroom,http://www.darkroomlondon.com/index.php/shop/detail/darkroom-aztec-screen-printed-blue-tote-small/,Yes,Accessories,Aztectote.jpg,Woman,Design lover,+ £100
11/19/2012 17:13:43,Knot studs,Suit-all delicate earrings from British designer Ruth Tomlinson,180,Ruth Tomlinson,http://ruthtomlinson.com/shop/view/sketch/earrings/15#rtse1g,Yes,Jewellery,knotstuds.jpg,Woman,Design lover,+ £100
11/19/2012 17:16:23,The James Bond Archives,"Peter Bradshaw says ""Mouthwatering photographs, gorgeously reproduced.""",135,Taschen,http://www.taschen.com/pages/en/catalogue/film/all/00399/facts.the_james_bond_archives.htm,Yes,Luxury gifts,jamesbondbook.jpg,"Man, Woman, Teenager","Culture vulture, Traditionalist",+ £100
11/19/2012 17:20:14,Vintage maps,"Paris, London, Hull... Pick any three places that hold meaning to personalise this pressie. 
Reader offer: Get £20 off all orders over £75 when you use the code GUARDIAN20. Valid until 31 January",125,Bombus,http://www.bombus.co.uk/shop/view/bespoke-map-art/bespoke-map-circles/trio-vintage-circles/,Yes,Homes/ decor,maptrio.jpg,"Man, Woman, Couples",Design lover,+ £100
11/19/2012 17:24:23,UniformWare watch,Beautifully simple designs for both men and women,280,UniformWares,http://www.uniformwares.com/203-series-brushed-steel-or-blue-leather,Yes,Jewellery,bluewatch.jpg,"Man, Woman",Design lover,+ £100
11/19/2012 17:25:47,Bose Wave ,A clock radio on steroids: incredible sound (and incredible price ...),429.95,Bose,http://www.bose.co.uk/GB/en/home-and-personal-audio/wave-systems/wave-radios/wave-radio-iii/,Yes,"Homes/ decor, Luxury gifts, Gadgets",boseradio.jpg,"Man, Woman, Couples","Culture vulture, Design lover",+ £100
11/19/2012 17:36:14,Roasting tin,"Yotam Ottolenghi pines for one. Make his year?
Reader offer: Get 10% off with the code PA0016876108. Valid until 31 December",205,Mauviel,http://www.cooksparaphernalia.co.uk/cookware-group/mauviel-mheritage-copper-roasting-pans.html,Yes,"Food gifts, Luxury gifts",roastingtin.jpg,"Man, Woman",Traditionalist,+ £100
11/19/2012 17:51:07,Spanner bottle opener,A bottle opener to store discreetly in the tool box. No one will ever know ...,8,Unique and Unity,http://www.uniqueandunity.co.uk/all-kitchen-products/hairy-bikers-spanner-bottle-opener.html,Yes,"Food gifts, Homes/ decor, Stocking fillers",spannerbottleopener.jpg,Man,Traditionalist,Under £10
11/19/2012 17:52:46,Herb holders,"Why have plant pots that look like plant pots when they can look like little tea pots? 
Reader offer: To get 30% off, call 020 7627 6767 and quote 'Reader offer'. Valid until 8 December",10,Talking Tables,http://www.talkingtables.co.uk/ranges/give-what-you-grow/1034/give-what-you-grow-herb-holders/,Yes,"Gardens, Food gifts",herbpot.jpg,"Man, Woman, Teenager, Couples",Outdoorsy type,Under £10
11/19/2012 17:53:56,Measuring cups,For precise chefs who like a splash of colour with their cooking,10,Joseph Joseph,http://www.johnlewis.com/231403084/Product.aspx,Yes,Food gifts,measuringspoons.jpg,"Man, Woman",Design lover,Under £10
11/19/2012 17:55:44,Socks,Socks are a safe bet and the bicycle print on these makes them a fun choice,3,Topman,http://www.topman.com/webapp/wcs/stores/servlet/ProductDisplay?beginIndex=1&viewAllFlag=&catalogId=33056&storeId=12555&productId=7886442&langId=-1&sort_field=Relevance&categoryId=795517&parent_categoryId=207169&pageSize=200,Yes,"Fashion, Stocking fillers",bicyclesocks.jpg,Man,Traditionalist,Under £10
11/19/2012 17:57:52,Bee-friendly seed collection,"Nectar and pollen-rich flowers that are cut-and-come-again - some for you, some for the bees.
Reader offer: Get 10% off all Higgledy products ordered online using the code FoxBaseAlpha. Valid until 15 December",10,Higgledy Garden,http://higgledygarden.com/products-page/seed-collections/bee-friendly-seed-collection,Yes,Gardens,seeds.jpg,"Man, Woman",Outdoorsy type,Under £10
11/19/2012 17:59:18,Tea towel,Tongue twisting distraction while doing the dishes,8.99,The Oak Room,http://oakroomshop.co.uk/celebrationseasonal/christmasgifts/giftsunder10/tongue-twister-tea-towel,Yes,Homes/ decor,teatowel.jpg,"Man, Woman, Couples",Traditionalist,Under £10
11/19/2012 18:01:53,Premium Madagascan vanilla pods,"Sensuous and beautiful flavouring, ideal for a foodie stocking",9.99,Vanilla Bazaar,http://www.vanillabazaar.com,Yes,"Food gifts, Stocking fillers",vanilla.jpg,"Man, Woman",,Under £10
11/20/2012 12:00:44,Letter press magnets,Fridge magnets with a difference,10,Wild and Wolf,http://www.wildandwolf.com/collections/misc/letter_press_magnets.htm,Yes,"Stocking fillers, Homes/ decor",magnets.jpg,"Man, Woman, Couples",,Under £10
11/20/2012 12:02:23,Edison vase,What a bright idea - recycled lightbulbs transformed into vases,8,Science Museum,http://www.sciencemuseumshop.co.uk/product/322683/Edison-Vase-Small-Babybulb.html,Yes,Homes/ decor,lightbulbvase.jpg,"Man, Woman, Couples",Design lover,Under £10
11/20/2012 12:05:48,Ring,"Deer, but not expensive",10,Abilu Creations,http://www.abilucreations.com/product/deer-ring,Yes,"Stocking fillers, Jewellery",stagring.jpg,"Woman, Teenager",Design lover,Under £10
11/20/2012 12:07:28,Personalised pencil case,They'll never lose their pens and pencils with this personalised case,8,Pop Kid,http://www.notonthehighstreet.com/popkid/product/personalised-pencil-case,Yes,"Stocking fillers, Stationery",pencilcase.jpg,Child,,Under £10
11/20/2012 12:09:00,DIY Paper Watch,Just add your own unique design,8.5,V&A,http://www.vandashop.com/V-A-Shop-Tyvek-Watch/dp/B009M3UE3E,Yes,Stocking fillers,doodlewatch.jpg,"Teenager, Child",Design lover,Under £10
11/20/2012 12:16:29,Traditional Mead,"Delicious, honeyed brew you could drink instead of port with the stilton",7.25,Lyme Bay Winery,http://www.lymebaywinery.co.uk/pages/country_wines.php,Yes,"Food gifts, Stocking fillers",traditionalmead.jpg,"Man, Woman, Couples",Traditionalist,Under £10
11/20/2012 12:39:24,Earphones,Where fashion and music meet in the cutest of ways.,17,DVF,http://www.my-wardrobe.com/diane-von-furstenberg/vintage-print-earphones-626964,Yes,"Stocking fillers, Accessories",dvfearphones.jpg,"Woman, Teenager",Design lover,£10-25
11/20/2012 12:42:11,Plimsolls,Every girl knows that sparkly shoes make a party outfit,25,I Love Gorgeous,http://www.ilovegorgeous.co.uk/index.php/accessories/shoes/sparkly-plimsoll-gold.html,Yes,Kids clothes,goldplimsolls.jpg,"Child, Baby or toddler",,£10-25
11/20/2012 12:43:39,Mug,A lovely mug for those Christmas brews,12,Reiko Kaneko,http://www.reikokaneko.co.uk/retail/jumpy-mugs/animal-jumpy-mugs-rudolf,Yes,Homes/ decor,reindeermug.jpg,"Man, Woman, Teenager",Traditionalist,£10-25
11/20/2012 12:50:21,Alphabet sleep suit,The typography trend is not just for grownups,22.5,Oliver Bonas,http://www.oliverbonas.com/gift_ideas/by_recipient/for_babies_tots/sleepsuit_olly_bs_alphabet.htm,Yes,Kids clothes,sleepsuit.jpg,Baby or toddler,Design lover,£10-25
11/20/2012 12:52:42,Architecture Lego,Lego for grownups,24.99,Lego,http://shop.lego.com/en-GB/Big-Ben-21013,Yes,Toys,legobigben.jpg,Teenager,,£10-25
11/20/2012 12:54:39,Chocolate pizza kit,"Replace olives with jelly beans, and mushrooms for Smarties.
Reader offer: Receive 5% off total basket price when ordering this product using code GX12. Valid until 30 November",10.5,The Gourmet Chocolate Pizza Company,http://www.gourmetchocolatepizza.co.uk/store/8/Christmas_chocolate_pizzas.aspx,Yes,Food gifts,chocolatepizza.jpg,"Teenager, Child",,£10-25
11/20/2012 13:01:00,Nightie,Tiny robins give this a festive touch,From 22,Boden,http://www.boden.co.uk/en-GB/Girls-1H-14yrs-Nightwear/Nighties/34134/Girls-1H-14yrs-Printed-Nightie.html?NavGroupID=8,Yes,Kids clothes,nightie.jpg,Child,Traditionalist,£10-25
11/20/2012 13:02:38,Grater and zester rasps,"Brilliant for zesting or grating citrus, ginger, garlic, cheese and nuts.
Reader offer: Receive 10% off with code CUISIPRO10. Valid until 31 December",11.95,Cuisipro,http://www.divertimenti.co.uk/Cuisipro/cuisipro-rasps.html,Yes,Food gifts,cuisiprograter.jpg,"Man, Woman",,£10-25
11/20/2012 13:03:53,As You Like It ,"30 year old sherry that tastes savoury one moment, the next sweet. Not for sharing
",22,Williams & Humbert,http://www.thewinesociety.com/shop/productdetail.aspx?section=pd&pl=&pd=SH682&pc=&prl=,Yes,Food gifts,amontillado.jpg,"Man, Woman, Couples",Traditionalist,£10-25
11/20/2012 13:05:35,Tour of the top of the Shard,"For those who don't mind heights, be one of the first to go to the top.",24.95,The View from the Shard,http://www.theviewfromtheshard.com/,Yes,Homes/ decor,shardtour.jpg,"Man, Woman, Teenager, Couples",Design lover,£10-25
11/20/2012 14:43:56,Hip flask,"For winter walks that require some proper fuel.
Reader offer: Receive 20% off with code Guardian20. Valid until 20 December",25,Ted Baker,http://www.wildandwolf.com/mens/flasks_and_waterbottles/stag_hip_flask.htm,Yes,Food gifts,hipflask.jpg,"Man, Woman",Outdoorsy type,£10-25
11/20/2012 14:46:01,Bouncing rabbit apron,A rabbit on a trampoline. What's not to love?	,18,HAM,http://www.grahamandgreen.co.uk/bouncing-rabbit-apron,Yes,Food gifts,apron.jpg,"Man, Woman",,£10-25
11/20/2012 14:47:34,Somerset Royal cider brandy,"What better at Christmas than a pudding doused in extraordinary apple brandy.
Reader offer: Receive 10% off anything on the site using code Guardian Offer. Valid until 17 December",24.3,Somerset Royal,http://www.ciderbrandy.co.uk/shop.html,Yes,Food gifts,ciderbrandy.jpg,"Man, Woman, Couples",,£10-25
11/26/2012 10:36:48,Animal crayons,"Twelve chunky colours, all with an adorable animal head",8.5,Tate,http://shop.tate.org.uk/under-ps10/animal-crayons/invt/13693/,Yes,"Stocking fillers, Toys, Stationery",animalcrayons.jpg,"Child, Baby or toddler",Design lover,Under £10
11/26/2012 10:42:32,Cycling safety,Even little daredevils need to keep safe on two wheels,25,Kiddimoto,http://www.jojomamanbebe.co.uk/sp+kiddimoto-child-cycle-helmets-in+B9819,Yes,"Toys, Accessories",cyclehelmet.jpg,"Child, Baby or toddler",Outdoorsy type,£10-25
11/26/2012 10:46:08,Classy tipple,"Minimalist, hand crafted elegance",32,LSA,http://www.dotmaison.com/gustavdecanter_p_30163.html?utm_source=google&utm_medium=base&utm_campaign=products,Yes,"Homes/ decor, Food gifts",decanter.jpg,"Man, Woman","Design lover, Traditionalist",£25-50
11/26/2012 10:48:08,Football,"For every ball sold, Alive & Kicking will donate a leather football to a school in Kenya",25,Alive & Kicking,http://www.johnlewis.com/231616445/Product.aspx,Yes,Gardens,football.jpg,"Man, Woman, Teenager, Child",Outdoorsy type,£10-25
